"google-public-dns-a.google.com","8.8.8.8"
"lputeaux-657-1-258-3.w80-14.abo.wanadoo.fr","80.14.97.3"
"mail.2e2.je","212.9.28.233"
"","194.145.241.52"
"HOST-93-99-247-7.sumava-net.cz","93.99.247.7"
"","194.145.241.54"
"66.130.46.186.static.anycast.cnt-grms.ec","186.46.130.66"
"","115.112.241.132"
"194.79.63.106.alchevsk.net","194.79.63.106"
"ns2.ancarbhost.co.uk","194.145.241.51"
"ovh2.1genia.com","91.121.34.67"
"","221.143.41.140"
"","66.199.45.225"
"96.2.3.213.static.wline.lns.sme.cust.swisscom.ch","213.3.2.96"
"host210-249-223-31.soho.nordext.net","31.223.249.210"
"118-163-97-242.HINET-IP.hinet.net","118.163.97.242"
"60-249-78-180.HINET-IP.hinet.net","60.249.78.180"
"","186.225.194.29"
"","85.95.146.222"
"","59.27.116.37"
"mail.e-learning.edu.vn","222.255.121.132"
"host240.supportit.cz","77.237.149.240"
"mx-maipu-new.maruba.com.ar","190.210.59.45"
"e-gaming.cz","193.85.149.243"
"mx1.basel.aero","91.237.199.141"
"","121.160.102.177"
"","175.209.34.150"
"125-227-171-60.HINET-IP.hinet.net","125.227.171.60"
"customer-static-210-59-40.iplannetworks.net","190.210.59.40"
"","91.225.198.42"
"spgw.spcom.co.jp","211.18.198.110"
"dns1.esu13.org","162.127.13.1"
"","211.184.196.130"
"static-host.167-250-30-217.tatintel.com","217.30.250.167"
"dns1.axsos-ag.de","81.209.149.201"
"dns3.osemziz.ch","194.209.157.109"
"2.60.138.210.bn.2iij.net","210.138.60.2"
"pacific.static.elcat.kg","212.42.104.153"
"","195.101.246.170"
"212-200-71-170.static.isp.telekom.rs","212.200.71.170"
"","218.50.54.88"
"host-5jau8h.gry1.zeelandnet.nl","82.176.120.1"
"static-181-143-32-26.une.net.co","181.143.32.26"
"dns.sozosha.co.jp","210.227.116.101"
"dns1.savantpharm.com.ar","200.45.85.226"
"187-130-63-137.uninet-ide.com.mx","187.130.63.137"
"www.kingdeertex.com","60.250.233.235"
"","41.225.15.78"
"","112.216.99.138"
"145.48.3.213.static.wline.lns.sme.cust.swisscom.ch","213.3.48.145"
"mail.yonghoshipping.com","121.189.14.194"
"","41.225.15.88"
"ns.1pk.ru","195.16.60.210"
"","195.239.149.51"
"","62.146.63.211"
"ns2.officeweb.se","80.244.193.73"
"ip-210-48-77-68.iconz.net.nz","210.48.77.68"
"60-248-79-20.HINET-IP.hinet.net","60.248.79.20"
"reverse.completel.net","83.145.86.7"
"mail.entery.com.tw","59.124.12.85"
"static-182-18-160-30.ctrls.in","182.18.160.30"
"main0.tindalos-interactive.com","46.105.115.39"
"static-70-100-13-41.br1.sho.az.frontiernet.net","70.100.13.41"
"","193.92.92.194"
"173-165-126-193-Illinois.hfc.comcastbusiness.net","173.165.126.193"
"host162-188-static.118-2-b.business.telecomitalia.it","2.118.188.162"
"176.100.194.147.studiowik.net.pl","176.100.194.147"
"","212.118.12.22"
"","223.30.57.254"
"212-200-71-162.static.isp.telekom.rs","212.200.71.162"
"ns1.v2tel.dk","212.98.65.14"
"smtp.uog.kz","77.245.99.170"
"static.vnpt.vn","222.255.121.146"
"182.224.93.77.dsl.static.ip.kpnqwest.it","77.93.224.182"
"91-237-143-195.ifo.net","91.237.143.195"
"host130-85-static.44-85-b.business.telecomitalia.it","85.44.85.130"
"host195-2-239-146.fixed.trytek.ru","195.2.239.146"
"ns2.genesishcc.com","72.237.206.30"
"","211.236.124.3"
"ftp.pqigroup.com","61.66.215.18"
"ns2.az-ix.net","85.132.85.85"
"ps1.ofdcvms.org.tw","59.124.35.231"
"ip-50-62-11-69.ip.secureserver.net","50.62.11.69"
"static.vnpt.vn","113.160.144.160"
"","156.154.71.12"
"ns.affis.or.kr","211.237.50.1"
"ns1.kiwari.com","62.173.167.5"
"dns3.datacom.bg","195.234.236.241"
"","122.146.68.177"
"","222.234.2.183"
"ipost.airagency.ru","212.122.4.2"
"","156.154.71.46"
"51-cust-228-77-178.tjcomputers.cz","178.77.228.51"
"domaindnszones.uniba.sk","158.195.2.2"
"ns1.cdktelecom.ru","178.249.64.22"
"gate.sksblansko.cz","193.179.179.64"
"dsl.66.234.21.201.dslqz.com","66.234.21.201"
"","62.122.99.198"
"","95.171.68.1"
"static.vdc.vn","222.255.121.156"
"cable-89-216-122-126.static.sbb.rs","89.216.122.126"
"damask.convex.ru","79.172.15.197"
"","83.69.66.43"
"A3068.nkfust.edu.tw","163.18.3.68"
"","119.194.11.153"
"customer-static-210-59-36.iplannetworks.net","190.210.59.36"
"penguin.cohaesio.net","212.97.129.34"
"85.10.202.62.static.wline.lns.sme.cust.swisscom.ch","62.202.10.85"
"","211.226.123.205"
"","210.48.156.236"
"host131.porar.com","203.150.224.131"
"lputeaux-658-1-158-185.w80-14.abo.wanadoo.fr","80.14.246.185"
"","156.154.71.44"
"email.dfcopy.com.tw","60.248.162.118"
"gw.iip.uran.ru","195.19.152.37"
"","210.110.49.75"
"","41.225.14.150"
"60-249-5-131.HINET-IP.hinet.net","60.249.5.131"
"ns1.intelsc.net","188.191.160.1"
"pei-201-236-ccxlix-xlv.une.net.co","201.236.249.45"
"mail.bavaria.com.gt","186.151.195.50"
"n24577.ruwebnn.ru","185.11.244.219"
"hw1-sb-66-18-240-194.nucleus.com","66.18.240.194"
"host-212-154-27-132.colo.turk.net","212.154.27.132"
"ip-224-242.optinet.bg","130.185.242.224"
"","203.121.182.200"
"","156.154.71.50"
"","175.199.45.229"
"","211.44.250.215"
"eiw58.internetdsl.tpnet.pl","83.15.78.58"
"","211.233.62.5"
"","193.238.223.91"
"","95.154.182.231"
"","211.193.106.59"
"","178.135.59.44"
"ns2.serveurcom.com","85.14.174.253"
"static-80-93-216-60.fibersunucu.com.tr","80.93.216.60"
"75-41-145-6.ftth.bigbend.net","75.41.145.6"
"ks3308559.kimsufi.com","178.32.221.188"
"srv-dns02.sipleo.com","185.21.80.54"
"","211.42.72.10"
"236-255-201-46.pool.ukrtel.net","46.201.255.236"
"mail.value-foods.com.tw","125.227.252.243"
"marlene.fornax-studios.com","37.59.85.211"
"","203.34.52.35"
"collector.krastel.ru","91.194.2.17"
"173-165-136-114-utah.hfc.comcastbusiness.net","173.165.136.114"
"rrcs-72-43-42-165.nys.biz.rr.com","72.43.42.165"
"r1.59rod.msi.net.au","210.9.153.105"
"websv.kyoeido.co.jp","61.120.21.250"
"data-223-25.cgates.lt","5.20.223.25"
"","121.254.224.157"
"node-hu.ll-118-174.static.totisp.net","118.174.146.130"
"zi203bl.zetha.no","81.175.40.23"
"mail.tridentpsl.co.uk","81.145.166.10"
"","58.72.188.70"
"c3vr.com","75.103.77.70"
"mail.mirteck.ru","176.196.48.30"
"","156.154.71.56"
"hht181.internetdsl.tpnet.pl","79.187.201.181"
"server109-228-7-72.live-servers.net","109.228.7.72"
"host222-183-static.86-62-b.business.telecomitalia.it","62.86.183.222"
"109-92-26-125.static.isp.telekom.rs","109.92.26.125"
"","195.68.174.244"
"hosted-by.yntplus.com","185.12.108.2"
"168.122.103.218.static.netvigator.com","218.103.122.168"
"","211.233.62.35"
"","101.255.56.249"
"cpefr_par002114.ia.colt.net","62.23.20.10"
"nstwo.swayzee.com","64.184.20.4"
"","37.152.45.194"
"ofb150.internetdsl.tpnet.pl","95.51.129.150"
"","64.17.30.244"
"static-wan-bl2-178-98.rev.webside.pt","83.240.178.98"
"61-111-22-3.kidc.net","61.111.22.3"
"host-1-14-146.hotlink.com.br","189.1.14.146"
"","58.185.83.134"
"mail.tuev-dieks.com","195.22.131.230"
"","210.223.182.17"
"","212.243.72.102"
"43.128-78-194.adsl-static.isp.belgacom.be","194.78.128.43"
"","115.124.64.242"
"smtp101.itank.net","211.174.49.101"
"ns2.netgrouper.ch","212.243.121.20"
"217-92-201-123.static.youbroadband.in","123.201.92.217"
"adsl1973.becolink.cz","213.226.197.3"
"","199.38.216.237"
"","210.99.49.193"
"andesfoods.com","200.42.174.188"
"nas1-ppp.wicom.su","91.236.2.3"
"","210.176.64.219"
"mail.kmfa.gov.tw","163.29.104.1"
"lkmail.lk5125-motor.com.tw","61.218.112.24"
"hq.mind4it.dk","86.58.179.6"
"host81-138-206-228.in-addr.btopenworld.com","81.138.206.228"
"50-250-251-7-static.hfc.comcastbusiness.net","50.250.251.7"
"mail.tqtechnologies.com","199.120.87.57"
"","121.254.224.181"
"u16882533.onlinehome-server.com","198.71.59.18"
"zcdk.ekolping.pl","195.42.98.21"
"","211.46.120.1"
"","118.91.10.17"
"","212.45.28.204"
"59-124-199-231.HINET-IP.hinet.net","59.124.199.231"
"198-40-251-131.client.mchsi.com","198.40.251.131"
"ccoa.ccoa.org.co","190.0.16.252"
"pacrimgroupemail.com","203.150.224.53"
"137.198.164.109.static.wline.lns.sme.cust.swisscom.ch","109.164.198.137"
"ns1.commrail.net","66.203.64.30"
"static-wan-bl2-178-178.rev.webside.pt","83.240.178.178"
"rrcs-24-199-218-119.midsouth.biz.rr.com","24.199.218.119"
"ns.iristel.ro","195.189.150.37"
"dns01.ci.long-beach.ca.us","204.108.16.111"
"server109-228-25-80.live-servers.net","109.228.25.80"
"hw2-sb-66-18-240-197.nucleus.com","66.18.240.197"
"node45-205.ipglobal.net","65.183.45.205"
"static-81-219-39-76.devs.futuro.pl","81.219.39.76"
"rrcs-72-43-42-166.nys.biz.rr.com","72.43.42.166"
"","81.29.194.21"
"60-249-16-249.HINET-IP.hinet.net","60.249.16.249"
"","59.25.201.158"
"rrcs-24-199-218-118.midsouth.biz.rr.com","24.199.218.118"
"","84.54.184.22"
"","175.212.233.215"
"","178.17.127.1"
"","123.215.198.209"
"mail.equinesportsmedicine.com","97.75.70.114"
"220-130-138-206.HINET-IP.hinet.net","220.130.138.206"
"","177.184.131.54"
"","202.64.161.118"
"dns2.pqigroup.com","61.66.215.9"
"autodiscover.emhh.com","23.24.194.169"
"227-255-201-46.pool.ukrtel.net","46.201.255.227"
"hht179.internetdsl.tpnet.pl","79.187.201.179"
"kelix.ru","195.93.181.127"
"dmzdc02.twc.weather.com","65.212.71.223"
"mpdns1.marinepolis.co.jp","210.142.182.130"
"","91.203.80.234"
"cachil.uncoma.edu.ar","200.59.229.170"
"","46.48.119.145"
"user-160-177.mol.net.ua","193.109.160.177"
"","178.61.22.68"
"tsns6.houstontranstar.org","66.249.99.130"
"","192.99.195.133"
"181.134.static.intelnet.net.gt","216.230.134.181"
"","123.1.150.119"
"134-249-133-63.broadband.kyivstar.net","134.249.133.63"
"93.102.102.163.rev.optimus.pt","93.102.102.163"
"","202.79.18.116"
"194-158-240-45.static.adslpremium.ch","194.158.240.45"
"p5099c7d5.dip0.t-ipconnect.de","80.153.199.213"
"","218.38.136.118"
"","121.138.79.60"
"rrcs-72-43-42-163.nys.biz.rr.com","72.43.42.163"
"59-124-81-65.HINET-IP.hinet.net","59.124.81.65"
"server02.hostim.com.tr","80.93.216.59"
"","176.10.92.110"
"free-129-65.mediaworksit.net","178.254.129.65"
"ns.santec.co.jp","210.233.58.130"
"","221.143.43.85"
"smtp48.sun-inet.or.jp","210.228.48.29"
"www.colatomo.com.br","186.194.224.82"
"195-198-26-34.customer.telia.com","195.198.26.34"
"host81-138-189-9.in-addr.btopenworld.com","81.138.189.9"
"","195.238.108.181"
"ns.vitzro.com","222.109.145.2"
"topsrv19.topclip.com.br","179.191.92.178"
"h123-203-73-64.seed.net.tw","203.73.64.123"
"hotspot.nauu.edu.ua","91.219.144.60"
"pop.helixtel.com","209.237.70.200"
"","188.94.136.201"
"","81.15.218.48"
"ip-87-204-161-199.netbase.pl","87.204.161.199"
"59-120-192-166.HINET-IP.hinet.net","59.120.192.166"
"nas2-ppp.wicom.su","91.236.2.2"
"rrcs-173-196-200-162.west.biz.rr.com","173.196.200.162"
"201-251-101-135.static.indicom.com.ar","201.251.101.135"
"ns2.solanocoe.net","63.199.32.4"
"","121.254.224.212"
"","114.203.87.6"
"dns.irost.ir","213.176.123.5"
"82-76-170-130.rdsnet.ro","82.76.170.130"
"server77-68-45-148.live-servers.net","77.68.45.148"
"host186.181-14-245.telecom.net.ar","181.14.245.186"
"mail.keytracker.com","95.131.65.210"
"213-108-124-14.minet.sk","213.108.124.14"
"87-126-141-115.ip.btc-net.bg","87.126.141.115"
"","27.131.191.118"
"","210.205.6.203"
"","210.223.182.2"
"cepa01.dominiotemporarioidc.com","187.61.9.42"
"","210.99.50.24"
"17-244-223-66.static.gci.net","66.223.244.17"
"77-44-16-249.xdsl.business-dsl.co.uk","77.44.16.249"
"p13069-ipbffx02sasajima.aichi.ocn.ne.jp","211.130.250.69"
"","91.203.177.216"
"","58.64.188.188"
"lan-cheng.com","59.120.193.105"
"mail.amia-empleos.org.ar","190.2.24.245"
"","121.170.56.138"
"hw3-sb-66-18-240-198.nucleus.com","66.18.240.198"
"lputeaux-656-1-256-175.w82-127.abo.wanadoo.fr","82.127.117.175"
"2-228-158-34.ip192.fastwebnet.it","2.228.158.34"
"60-251-237-154.HINET-IP.hinet.net","60.251.237.154"
"olecosta.com","91.121.132.74"
"svn.chemcomp.com","64.34.145.19"
"mail.arkom.co.il","192.117.97.15"
"exchange.tbn.com.mx","201.161.14.153"
"host202-205-static.195-31-b.business.telecomitalia.it","31.195.205.202"
"mail.alhel.com.mx","187.210.6.184"
"","46.162.18.146"
"","211.204.76.200"
"","176.103.68.85"
"","212.98.75.35"
"","178.79.30.18"
"zobor.linux.ctn.sk","213.215.123.1"
"midway.fibr.net","204.57.66.2"
"ns2.ectsi.net","65.203.109.3"
"","46.151.194.142"
"","211.20.63.15"
"ganong.com","142.166.6.18"
"stat-70-219.fttbee.kis.ru","92.242.70.219"
"60-250-73-19.HINET-IP.hinet.net","60.250.73.19"
"s16130083.onlinehome-server.info","87.106.65.141"
"ns.ecole.jp","218.42.156.105"
"static-201-151-190-138.alestra.net.mx","201.151.190.138"
"mx.ondernemen.lu","195.46.239.58"
"","200.21.167.118"
"5x19x223x25.static-business.iz.ertelecom.ru","5.19.223.25"
"mail.sedasport.com","176.106.191.42"
"61-218-161-155.HINET-IP.hinet.net","61.218.161.155"
"joinpr.com","60.251.68.28"
"","222.103.228.194"
"80.80.240.87.halloma.com","87.240.80.80"
"mail.irptec.ru","5.134.222.67"
"ip-87-204-161-251.netbase.pl","87.204.161.251"
"dns.show.org.tw","203.66.115.2"
"Accem.TeNeT.Odessa.UA","195.138.65.162"
"mailfilter.fbss.net","66.147.43.2"
"","41.65.107.18"
"","58.137.83.100"
"mail.allis.com.tw","60.251.145.19"
"","65.172.241.13"
"","178.79.30.17"
"","195.29.217.173"
"IP-82-243.napinfo.net","110.35.82.243"
"","175.199.27.12"
"","182.162.73.16"
"","83.101.140.121"
"60-249-221-141.HINET-IP.hinet.net","60.249.221.141"
"","72.35.58.126"
"59-124-81-66.HINET-IP.hinet.net","59.124.81.66"
"","46.30.219.156"
"","125.206.247.33"
"NS2.kinef.ru","193.232.185.211"
"","156.154.71.49"
"spamtitan1.gtinnovatech.com","65.39.166.130"
"","220.110.189.90"
"","211.215.23.98"
"61-27-172-71.rev.home.ne.jp","61.27.172.71"
"","202.129.0.138"
"smtp.ateksbg.com","195.252.95.208"
"91-237-143-199.ifo.net","91.237.143.199"
"","94.187.28.228"
"","211.206.111.1"
"rrcs-67-52-38-218.west.biz.rr.com","67.52.38.218"
"ns1.surelinetelecom.com","208.100.175.209"
"","119.63.81.225"
"","58.137.128.243"
"","212.77.178.83"
"ns7.hk.net","152.101.4.130"
"","81.91.189.120"
"static-31-148-115-159.netbynet.ru","31.148.115.159"
"ns1.africell.gm","197.148.74.18"
"chemmer.com.tw","211.21.154.100"
"59-125-125-200.HINET-IP.hinet.net","59.125.125.200"
"","119.205.61.136"
"","202.47.88.9"
"ns2.africell.gm","197.148.74.19"
"mail.xsolutions.in","202.65.151.33"
"","218.150.122.14"
"h2141003.stratoserver.net","81.169.183.221"
"","210.211.109.204"
"utc-dns-cache-243.northland.net","216.171.184.243"
"","122.154.136.56"
"","190.145.15.130"
"","188.64.136.142"
"","198.177.53.230"
"ns1.woojeon.co.kr","221.163.194.3"
"ws.sutd.ru","195.209.236.111"
"","208.84.156.153"
"p5205-ipbffx02sapodori.hokkaido.ocn.ne.jp","60.45.155.205"
"n76-95.relline.ru","195.146.95.76"
"cwi-cal.canadianwheel.com","206.75.2.54"
"static-96-232-113-226.nycmny.fios.verizon.net","96.232.113.226"
"","203.249.112.101"
"","61.36.67.162"
"211-72-69-53.HINET-IP.hinet.net","211.72.69.53"
"pisheblok.tenet.odessa.ua","85.238.101.195"
"host-85-30-174-198.sydskane.nu","85.30.174.198"
"183179092208.ctinets.com","183.179.92.208"
"nsex.nantsan.com.tw","211.21.108.189"
"infra.metatux.net","78.46.58.246"
"89.140.198.225.static.user.ono.com","89.140.198.225"
"rrcs-24-43-221-144.west.biz.rr.com","24.43.221.144"
"29.ip-92-222-221.eu","92.222.221.29"
"mail.eskimo.com","204.122.16.4"
"","162.127.13.6"
"mail.nsa.org.na","41.205.140.155"
"c138-12-33-212.globus-telecom.com","212.33.12.138"
"ns1.eskimo.com","204.122.16.8"
"129.87.151.178.triolan.net","178.151.87.129"
"59-124-80-88.HINET-IP.hinet.net","59.124.80.88"
"ns2.boomerang.cr","191.102.57.58"
"","176.103.68.141"
"core4.evangelizo.org","46.105.55.84"
"213-193-122-202.static.cablecom.ch","213.193.122.202"
"ns3.eskimo.com","204.122.16.3"
"phone.manageuda.com","208.68.90.5"
"unknown.address","82.118.19.35"
"host202-105-static.228-95-b.business.telecomitalia.it","95.228.105.202"
"ns2.ignet.it","212.104.43.3"
"wsip-70-164-201-82.ks.ks.cox.net","70.164.201.82"
"201-221-128-246.telebucaramanga.net.co","201.221.128.246"
"","122.129.123.40"
"duo-len85.mgn.ru","79.134.22.5"
"","208.84.156.150"
"","223.255.159.165"
"itidatacenter.com","180.92.170.100"
"www.btko.net","59.125.53.129"
"unsi-63-133-156-234.unsi.net","63.133.157.234"
"zz2012421406d30c2361.userreverse.dion.ne.jp","211.12.35.97"
"","125.129.68.217"
"60-248-194-83.HINET-IP.hinet.net","60.248.194.83"
"osf2.skchemicals.com","168.154.160.5"
"","130.185.142.193"
"mail.uniplus.com.tw","122.147.151.196"
"","204.9.217.247"
"ctt187240.ceinetworks.com","216.169.187.240"
"unknown.address","82.118.19.36"
"123202155009.ctinets.com","123.202.155.9"
"efa.logodesignguru.com","192.99.195.130"
"cisco5505fw.ethixa.com","108.163.231.164"
"","163.16.223.1"
"seears.lnk.telstra.net","203.45.180.15"
"59-120-32-216.HINET-IP.hinet.net","59.120.32.216"
"static-200-105-192-46.acelerate.net","200.105.192.46"
"li509-65.members.linode.com","66.175.212.65"
"59-125-182-149.HINET-IP.hinet.net","59.125.182.149"
"","195.204.130.85"
"tpdns.makalot.com.tw","60.248.169.163"
"","81.19.2.61"
"router-flajzi.pilsfree.net","81.201.59.239"
"","193.194.93.153"
"","46.16.226.157"
"server1.cotapnet.com.bo","190.129.44.15"
"","220.81.64.1"
"200-148-191-197.customer.tdatabrasil.net.br","200.148.191.197"
"","202.169.160.11"
"host227-132-static.112-2-b.business.telecomitalia.it","2.112.132.227"
"ns3.haninternet.net","211.63.64.10"
"h185-20-96-98.host.redstation.co.uk","185.20.96.98"
"DC2.cticomputers.com","72.9.112.29"
"110-175-94-162.static.tpgi.com.au","110.175.94.162"
"81.88.193.116-transfer.kg","81.88.193.116"
"89.197.0.26.virtual1.co.uk","89.197.0.26"
"","208.70.23.38"
"59-120-115-148.HINET-IP.hinet.net","59.120.115.148"
"","195.238.109.189"
"static.ill.117.239.117.231/24.bsnl.in","117.239.117.231"
"","208.84.156.137"
"mail2.akrilan.ru","188.94.230.234"
"","123.1.150.121"
"","199.38.185.33"
"unknown.address","82.118.19.39"
"","5.206.237.254"
"rt.sing.ne.jp","122.215.121.33"
"mail.mibamanser.ch","212.120.33.4"
"186-227-254-48.maxnet.com.br","186.227.254.48"
"50-204-228-13-static.hfc.comcastbusiness.net","50.204.228.13"
"dns02.ci.long-beach.ca.us","204.108.16.112"
"195-211-87-40.wenet.lviv.ua","195.211.87.40"
"","188.94.136.132"
"","14.63.218.0"
"ns.infraware.co.kr","61.96.206.2"
"","198.54.169.33"
"","94.232.184.146"
"137.ip-37-59-99.eu","37.59.99.137"
"94-153-220-42.ip.kyivstar.net","94.153.220.42"
"202-87-161-39-cpe.spintel.net.au","202.87.161.39"
"","211.199.133.247"
"93-62-254-20.ip25.fastwebnet.it","93.62.254.20"
"","14.63.68.92"
"","121.166.56.200"
"","206.167.88.14"
"area4-53-78.balchik.net","46.252.53.78"
"","85.175.152.179"
"61-221-81-236.HINET-IP.hinet.net","61.221.81.236"
"dc1.lgtel.ru","195.88.192.10"
"","212.1.76.35"
"webmail.alnajim.com","86.51.184.134"
"static.vnpt.vn","113.161.176.145"
"","31.129.185.121"
"","211.224.234.232"
"","62.93.184.194"
"","80.120.222.66"
"navi.bu.com.tr","212.154.32.190"
"","203.239.254.5"
"","77.48.48.4"
"77-85-197-140.ip.btc-net.bg","77.85.197.140"
"142-165-78-223.prna.static.sasknet.sk.ca","142.165.78.223"
"ppp91-122-77-189.pppoe.avangarddsl.ru","91.122.77.189"
"194.79.60.122.alchevsk.net","194.79.60.122"
"DNSresolver-A.as11404.net","208.76.152.1"
"","208.79.218.162"
"server109-228-6-194.live-servers.net","109.228.6.194"
"","65.5.104.125"
"client-87-247-84-145.cgates.lt","87.247.84.145"
"","95.163.128.130"
"","38.122.24.30"
"static.211-232-13-2.nexg.net","211.232.13.2"
"unknown.address","82.118.19.37"
"mikrobiblioteca.uncoma.edu.ar","170.210.83.60"
"","80.242.44.253"
"ns26970.ovh.net","91.121.82.26"
"ks300698.kimsufi.com","91.121.65.189"
"dns.fansio.com","202.39.150.1"
"mail.u-love.com.tw","118.163.24.70"
"bellacasa.com.tw","125.227.175.7"
"duke.vstudy.co.kr","203.239.178.7"
"","76.72.169.218"
"mail.timevn.com","210.245.87.249"
"","175.207.222.186"
"","211.228.100.115"
"","72.15.141.84"
"rev-188-121-178-46.radiolan.sk","188.121.178.46"
"foc.samgups.ru","188.43.53.3"
"14-59-207-82.pool.ukrtel.net","82.207.59.14"
"pkbct.css-rzd.ru","217.175.132.165"
"genesolutions.com","69.174.254.147"
"vivaweb.vivapvd.com","205.234.25.114"
"mail.ekes-law.hu","188.36.125.195"
"static-adsl200-75-87-107.epm.net.co","200.75.87.107"
"60-248-155-208.HINET-IP.hinet.net","60.248.155.208"
"","101.255.16.166"
"server5.franticllc.com","208.89.96.20"
"talentair.com","64.183.54.102"
"parsifal.membrane.com","98.114.102.244"
"dns.vbl.com.vn","203.34.144.12"
"173-21-74-65.static.static.gci.net","65.74.21.173"
"server109-228-7-41.live-servers.net","109.228.7.41"
"","178.251.212.45"
"","195.34.237.147"
"","193.230.155.3"
"23-24-167-251-static.hfc.comcastbusiness.net","23.24.167.251"
"","211.108.62.85"
"rdm.nacionaldeacero.com","200.56.120.124"
"","220.89.152.10"
"host58-62-static.253-95-b.business.telecomitalia.it","95.253.62.58"
"mailc.lblw.com","23.24.115.82"
"opz-tp.yuzhny.com","91.192.131.131"
"","120.105.102.31"
"abyla.ceuta.es","195.57.126.2"
"host033-pool081201000.albedo.it","81.201.0.33"
"dialup.viterbo.edu","198.150.53.52"
"","81.95.125.20"
"60-248-224-179.HINET-IP.hinet.net","60.248.224.179"
"53.132.static.intelnet.net.gt","216.230.132.53"
"","182.162.73.17"
"blo1601654.lnk.telstra.net","101.187.135.245"
"","59.12.136.3"
"ool-2f1595da.static.optonline.net","47.21.149.218"
"svn.mgline.ru","89.107.128.247"
"","213.227.193.161"
"pc4.soup-stock-tokyo1-unet.ocn.ne.jp","118.22.1.244"
"papiruss1974.static.corbina.ru","78.107.255.121"
"msa.btko.net","59.125.53.128"
"pridns.d1.com.sg","202.56.128.30"
"hananame.com","211.202.2.236"
"","59.24.135.249"
"hg-power.co.kr","211.44.250.182"
"h208-118-89-10.bigpipeinc.com","208.118.89.10"
"","211.202.2.235"
"god21.net","14.63.225.98"
"ns3.bertramwireless.com","206.126.209.78"
"us-embassy.sovam.net.ua","212.109.43.14"
"ns1.bilisimdanismanlik.net","31.169.77.167"
"","212.26.136.138"
"mordred.membrane.com","98.114.102.245"
"host-176-36-87-16.la.net.ua","176.36.87.16"
"93-86-63-54.static.isp.telekom.rs","93.86.63.54"
"ns2.senatron.com","206.125.47.220"
"61-63-14-host15.kbtelecom.net.tw","61.63.14.15"
"isr27.internetdsl.tpnet.pl","79.190.224.27"
"Wimax-Cali-190-0-11-178.orbitel.net.co","190.0.11.178"
"gw.sees.co.kr","211.232.61.38"
"ns3.transwaveisp.com","67.222.123.14"
"","186.0.193.227"
"server213-171-207-107.live-servers.net","213.171.207.107"
"ns1.icddrb.org","203.190.254.3"
"mail.dentas.ro","86.34.150.170"
"static-98-114-102-243.phlapa.fios.verizon.net","98.114.102.243"
"59-126-182-232.HINET-IP.hinet.net","59.126.182.232"
"","217.12.56.241"
"smtp3.araraquara.com","186.237.202.26"
"mail.codoma.cz","80.250.22.199"
"mail.dodetodo.com.ar","200.69.10.181"
"hotzsoft.com","60.251.62.31"
"","211.230.4.4"
"static-64-201-162-4.ptr.terago.net","64.201.162.4"
"ns2.khuisf.ac.ir","188.136.141.4"
"ns2.clinique1900.com","207.253.66.56"
"mx1.backhauldirect.com","207.250.47.163"
"ns1.gns.co.za","196.15.170.131"
"","211.215.23.36"
"host82-225-static.95-94-b.business.telecomitalia.it","94.95.225.82"
"leeca11.leeca.org","208.108.80.23"
"","210.176.64.218"
"web.mag-ul.cz","62.77.64.45"
"ns4.eskimo.com","204.122.16.7"
"50-244-102-73-static.hfc.comcastbusiness.net","50.244.102.73"
